축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
안산시도서관책문화축제,안산 호수공원 중앙광장,2014-10-14,2014-10-14,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.iansan.net,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.298403,126.819135,2020-03-02,3930000,경기도 안산시
제2회 상록수문화제,상록수공원 및 샘골로 일대,2014-09-27,2014-09-27,"기념음악회, 체험박람회, 작품발표회, 사생대회 등",안산시,안산시,"경기도, 국가보훈처",031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-03-02,3930000,경기도 안산시
제1회 상록수문화제,상록수공원 및 샘골로 일대,2013-08-31,2013-08-31,"기념음악회, 체험박람회, 작품발표회, 사생대회 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-03-02,3930000,경기도 안산시
부산크리스마스트리문화축제,광복로 및 중구 관내 일원,2020-11-28,2021-01-03,일루미네이션 크리스마스트리장식/성탄음악행사/시민참여행사/점등식 등,(사) 부산기독교총연합회,(사) 부산기독교총연합회,"부산광역시, 부산광역시중구등",051-464-0112,http://www.bctf.kr,,부산광역시 중구 광복중앙로 2,부산광역시 중구 광복동2가 6-5,35.0995432,129.0314650637,2020-03-12,3250000,부산광역시 중구
부산자갈치축제,자갈치시장 및 유라리광장 일원,2020-10-08,2020-10-11,"개막식, 길놀이, 체험프로그램등",(사)부산자갈치문화관광축제위원회,(사)부산자갈치문화관광축제위원회,"부산광역시, 부산광역시 중구, 부산시설관리공단",051-243-9363,http://www.ejagalchi.com/,,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933,2020-03-12,3250000,부산광역시 중구
부산국제영화제 전야제,BIFF광장 및 광복로 등,2020-10-06,2020-10-06,핸드프린팅 개봉/축하공연,(사) 부산국제영화제,(사) 부산국제영화제,부산광역시 중구,051-709-2091,http://www.biff.kr,,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,2020-03-12,3250000,부산광역시 중구
보수동책방골목문화축제,보수동책방골목 및 문화관,2020-10-01,2020-10-31,책읽는마을 심포지엄/공연행사/체험 등,보수동 책방골목 번영회,보수동 책방골목 번영회,부산광역시 중구,051-253-7220,http://www.bosubook.com/,,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,35.10362715,129.0261809,2020-03-12,3250000,부산광역시 중구
반딧불축제,예체문화관,2019-08-31,2019-09-08,"반딧불이 신비탐사, 낙화놀이 반딧불이를 테마로 한 공연, 전시, 체험 프로그램 등",사)무주반딧불축제제전위원회,무주군,문화체육관광부 외 74개단체,063-320-2537,http://www.firefly.or.kr,"전통공예체험전시관, 무주향교",전라북도 무주군 무주읍 한풍루로 326-17,전라북도 무주군 무주읍 당산리 1199-3,36.00236061,127.6625302,2019-11-28,4740000,전라북도 무주군
고창해풍고추축제,해리복지회관일원,2019-08-23,2019-08-25,"기념식, 고추품평회, 공연, 전시판매, 고추관련체험 등",고창해풍고추축제위원회,고창해풍고추축제위원회,"고창군, 한수원(주)한빛원자력본부, 농협 고창군지부",,www.gochang.go.kr/seawindgochu,"기념식, 고추품평회, 공연, 전시판매, 고추관련체험 등",전라북도 고창군 해리면 청해1길 15,전라북도 고창군 해리면 하련리 628-3,35.4611314556,126.5377985318,2019-09-30,4780000,전라북도 고창군
무장읍성축제,무장읍성 일원,2019-05-14,2019-05-14,"고유제(진무제), 현감부임 행사, 떡메치기 등",(사)고창무장읍성보존회,(사)고창무장읍성보존회,"고창군, 영광한빛원자력본부, NH 농협 고창군지부, 관내 14개 읍?면",,www.gochang.go.kr/culture/board/view.gochang?boardId=BBS_0000220&menuCd=DOM_000000603001009000&startPge=1&dataSid=391976,축성602주년 기념식,전라북도 고창군 무장면 무장읍성길 45,전라북도 고창군 고창군 무장면 성내리 156,35.4184177832,126.5573463109,2019-09-30,4780000,전라북도 고창군
대구 글로벌게임문화축제 e-Fun,동성로 야외무대 및 도심일원,2019-08-31,2019-09-01,"게임영상콘서트, 국내외 메이저 기업 & 중소기업 전시관, 한중게임문화축제, 아이디어 피칭,도심RPG","한국콘텐츠진흥원,(재)대구디지털산업진흥원","대구광역시, 문화체육관광부",,053-475-7745,http://www.e-fun.or.kr,,대구광역시 수성구 알파시티1로 170,대구광역시 수성구 대흥동 848,35.8354167176,128.6817837907,2019-06-25,6270000,대구광역시
팔공산 산중전통장터 승시,팔공산 동화사 경내,2019-10-05,2019-10-08,"산중 생활용품 물물교환 풍속 재연, 불교예술 공연 및 경연, 전통문화 등 놀이 체험, 산중음식 체험, 세계 불교문화 체험 등",(사)대구음식문화포럼,(사)대구음식문화포럼,대구광역시,053-980-7956,http://www.seungsi.com,,대구광역시 동구 동화사 1길 1,대구광역시 동구 도학동 35,35.9845009795,128.6987706251,2019-06-25,6270000,대구광역시
억새생태문화제,극락교 일원,2019-10-11,2019-10-13,"억새를 테마로한 공연, 전시, 체험프로그램 운영",무등커뮤니케이션,광주광역시 서구,,062-360-7186,sgfesta.com,,광주광역시 서구 벽진동,,35.141293,126.828428,2019-06-26,6290000,광주광역시
광주세계김치축제,광주김치타운,2019-10-25,2019-10-27,"김치 요리 경연대회, 김치만들기 체험, 김치마케팅, 김치 전시, 고려인의 김치와 음식 전시, 발효와 옹기전시 등",광주세계김치축제위원회,광주광역시,광주광역시,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
광주세계김치축제,광주김치타운,2019-07-12,2019-08-18,"한국의 김치, 세계절임식품 전시, 김치와 김치응용요리 만들기 체험",광주세계김치축제위원회,광주광역시,,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
광주세계김치축제,서울광장,2019-05-03,2019-05-04,"김치를 테마로한 공연, 전시, 체험프로그램 운영",광주세계김치축제위원회,광주광역시,,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
광주프린지페스티벌,5·18민주광장 및 국립아시아문화전당 주변,2019-04-20,2019-10-26,"거리공연(음악, 마임, 거리극 등), 시민참여 체험프로그램 등",(재)광주문화재단,광주광역시,,062-613-3182,,,광주광역시 남구 천변좌로338번길 7,광주광역시 남구 구동 12,35.1481359,126.908602,2019-06-26,6290000,광주광역시
고서포도축제,고서면 증암천변 일원,2021-07-20,2021-07-21,특산품 홍보 및 판매,고서포도축제추진위원회,담양군,,061-380-3152,,,전라남도 담양군 고서면 가사문학로 325,전라남도 담양군 고서면 동운리 583-4,35.2237010526,126.9729390792,2020-03-12,4850000,전라남도 담양군
가로수사랑음악회,가로수사랑군민연대,2020-11-03,2020-11-03,"지역출신가수공연, 특집라디오공개방송 등",담양가로수사랑군민연대,담양군,,061-380-3152,,,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,35.3161736252,126.9840062699,2020-03-12,4850000,전라남도 담양군
창평전통음식문화축제,창평슬로시티 일원,2020-10-26,2020-10-28,"슬로푸드전시, 체험, 판매 등",창평면주민자치위원회,담양군,,061-380-3152,,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.2352508415,127.017861,2020-03-12,4850000,전라남도 담양군
추월산벚꽃축제,용면 추월산광장 일원,2020-04-07,2010-04-08,"벚꽃노래자랑, 특산품판매 등",용면청년회,담양군,,061-380-3152,,,전라남도 담양군 용면 추월산로 369,전라남도 담양군 용면 추성리 478-1,35.3644926505,126.9872053188,2020-03-12,4850000,전라남도 담양군
담양산타축제,담양 원도심 및 메타프로방스 일원,2020-12-11,2020-12-27,"크리스마스거리조성, 크리스마스마켓 운영 등",담양산타축제추진위원회,담양군,,061-380-3152,,,전라남도 담양군 담양읍 추성로 1371,전라남도 담양군 담양읍 객사리 99-1,35.3212107701,126.9881755191,2020-03-12,4850000,전라남도 담양군
담양대나무축제,죽녹원 및 관방제림 일원,2020-04-30,2020-05-05,"대나무 관련 전시, 체험, 공연, 판매 등",(사)담양대나무축제위원회,담양군,"문화체육관광부, 전라남도, 한국관광공사",061-380-3152,www.bamboofestival.co.kr,,전라남도 담양군 담양읍 추성로 1371,전라남도 담양군 담양읍 객사리 99-1,35.3212107701,126.9881755191,2020-03-12,4850000,전라남도 담양군
포항운하축제,포항운하 일원,2019-09-21,2019-09-22,"이색창작배 경연대회, 방티타고 달리기, 이색레포츠 시연",포항MBC,포항시,경상북도,054-289-0123,http://www.phmbc.co.kr/,포항운하,경상북도 포항시 남구 희망대로 1040,경상북도 포항시 남구 송도동 222,36.02387158,129.3773906,2020-01-02,5020000,경상북도 포항시
화순적벽 문화축제,"이서 커뮤니티센터, 화순 적벽 망향정 일원",2020-10-12,2020-10-13,"기념식, 체험, 사진 전시, 지역농산물 판매 등",이서면 번영회,화순적벽 문화축제 추진위원회,,061-379-5090,,"행사소개,행사개요 및 내용 등",전라남도 화순군 이서면 백아로 3114,전라남도 화순군 이서면 야사리 197,35.11101204,127.0791227,2020-04-06,4900000,전라남도 화순군
화순 국화향연,화순읍 남산공원,2020-10-25,2020-11-10,"공식, 전시, 공연, 체험, 농특산물 판매, 국화 전시행사",화순군,화순군,,061-379-3575,http://hwasun.go.kr/festival/,"행사소개,행사장 정보,화순투어,커뮤니티",전라남도 화순군 화순읍 진각로 85,전라남도 화순군 화순읍 광덕리 88,35.05831397,126.9851617,2020-04-06,4900000,전라남도 화순군
벌터산 축제,벌터산공원,2019-04-01,2019-04-30,지역주민 화합,수진2동,벌터산 축제 추진위원회,,,,,경기도 성남시 수정구 수진동 산41-3,경기도 성남시 수정구 수진동 산41-3,37.4358321,127.1254889,2020-01-01,3780000,경기도 성남시
수정숯골축제,성남초교(미정),2019-10-01,2019-10-31,수정구지역이 조선시대 숯을 구어 장에 팔았던 숯골을 축제 유래로 수정구민 화합축제,수정구청 가정복지과,수정숯골축제 추진위원회,,,,,경기도 성남시 수정구 수정로 233,경기도 성남시 수정구 태평동 7236,37.44608464,127.1441445,2020-01-01,3780000,경기도 성남시
청계산철쭉축제,옛골입구,2019-04-27,2019-04-27,청계산 철쭉제 개화시기 축제알림,고등동,청계산 철쭉축제추진위원회,,,,,경기도 성남시 수정구 상적동 216-2,경기도 성남시 수정구 상적동 216-2,37.42989648,127.0716316,2020-01-01,3780000,경기도 성남시
분당구민 한마음 축제,야외공연장 중앙공원(미정),2019-10-01,2019-10-31,"행복한 분당, 화합하고 하나되는 어울림 마당 조성",분당구청 가정복지과,분당 아트 페스티벌위원회,,,,,경기도 성남시 분당구 성남대로 550,경기도 성남시 분당구 수내동 65,37.38030721,127.1211791,2020-01-01,3780000,경기도 성남시
임자도 민어 축제,임자도,2019-08-03,2019-08-04,"개매기,후리질 체험, 해변모래조각, 찜질 바닷속 보물찾기, 민어요리 전시와 시식회, 민어 깜짝 경매, 민어 장사 씨름대회 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 임자도,,,,2019-09-23,5010000,전라남도 신안군
증도 송어 축제,증도,2019-06-15,2019-06-16,"바다송어 요리 시식회, 올레 스템프 투어, 한마음 가요 잔치, 슬로시티 증도 푸드관, 친환경 녹색장터 운영 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 증도,,35.0028344262,126.1396378014,2019-09-23,5010000,전라남도 신안군
섬 수국 축제,도초도,2019-06-14,2019-06-19,"다채로운 수국꽃 관람 및 전시, 체험 프로그램",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 도초도,,,,2019-09-23,5010000,전라남도 신안군
섬 병어 축제,지도,2019-06-14,2019-06-15,"길놀이, 용왕제, 병어시식회, 신안 농수산물판매행사, 각종 체험행사 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 지도,,34.8336429223,126.3514080238,2019-09-23,5010000,전라남도 신안군
섬 깡다리 축제,임자도,2019-06-07,2019-06-08,"시식회, 활어잡기, 토굴체험 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 임자도,,,,2019-09-23,5010000,전라남도 신안군
흑산도홍어축제,흑산도,2019-05-10,2019-05-11,"홍어 시식회, 홍어요리 전시관, 풍어제, 위판행사, 가요 열창, 흑산홍어 어구 정리 체험, 홍어 O, X 퀴즈 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 흑산도,,,,2019-09-23,5010000,전라남도 신안군
간재미 축제,비금/도초,2019-04-26,2019-04-27,"간재미 비빔밥 만들기, 간재미 요리대회, 시식회, 간재미 껍질벗기기, 간재미 예쁘게 썰기 대회 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 도초면,,34.7036151703,125.9534186952,2019-09-23,5010000,전라남도 신안군
